夜市名稱,攤商名稱,攤位,調味名稱,品牌,來源(產地)
雙城街夜市,阿錦四神湯,雙城街攤販臨時集中場(夜32),甜辣醬,三豐食品工廠,新北市新莊區化成路100號
雙城街夜市,阿錦四神湯,雙城街攤販臨時集中場(夜32),醬油,味全食品工業股份有限公司,台北市中山區松江路125號
雙城街夜市,阿錦四神湯,雙城街攤販臨時集中場(夜32),鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
饒河街觀光夜市,巷口亭古早味甜品店,饒河街106號前,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
遼寧街夜市,胡椒餅,遼寧街中興中學旁(03),沙拉油,福壽實業股份有限公司,台中市沙鹿區沙田路45號
遼寧街夜市,胡椒餅,遼寧街中興中學旁(03),胡椒粉,統隆企業有限公司,台北市北投區立德路121巷18號
遼寧街夜市,胡椒餅,遼寧街中興中學旁(03),糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
遼寧街夜市,胡椒餅,遼寧街中興中學旁(03),醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
遼寧街夜市,胡椒餅,遼寧街中興中學旁(03),鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
寧夏觀光夜市,珍原味鹽水雞,100,胡椒粉,統隆企業有限公司,台北市北投區立德路121巷18號
寧夏觀光夜市,珍原味鹽水雞,100,香油,富香油脂食品有限公司,彰化縣福興鄉福興村福興路21號
雙城街夜市,一級棒燒烤,雙城街臨時攤販集中場(夜05),沙茶醬,好帝一食品有限公司,台南市新市區大營里豐榮160號
雙城街夜市,一級棒燒烤,雙城街臨時攤販集中場(夜05),糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
雙城街夜市,一級棒燒烤,雙城街臨時攤販集中場(夜05),醬油,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
雙城街夜市,一級棒燒烤,雙城街臨時攤販集中場(夜05),鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
遼寧街夜市,光華烤玉米,遼寧街81巷口旁(01),豬油,自製,台灣
遼寧街夜市,光華烤玉米,遼寧街81巷口旁(01),糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
遼寧街夜市,光華烤玉米,遼寧街81巷口旁(01),醬油,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
遼寧街夜市,光華烤玉米,遼寧街81巷口旁(01),鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
士林觀光夜市,老仕林小籠包,士林市場地下1樓 088號,香油,福壽實業股份有限公司,台中市沙鹿區沙田路45號
士林觀光夜市,老仕林小籠包,士林市場地下1樓 088號,辣椒醬,總舖師食品有限公司,新北市三重區五華街331號1樓
士林觀光夜市,老仕林小籠包,士林市場地下1樓 088號,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
士林觀光夜市,老仕林小籠包,士林市場地下1樓 088號,醬油,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
士林觀光夜市,老仕林小籠包,士林市場地下1樓 088號,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
寧夏觀光夜市,肉粽、豬肝湯,008、010,味精,味丹企業股份有限公司,台中市沙鹿區興安路65號
寧夏觀光夜市,肉粽、豬肝湯,008、010,淡色醬油,三義醬油工廠,台北市萬華區萬大路424巷129號
寧夏觀光夜市,肉粽、豬肝湯,008、010,豬油,自製,臺灣
寧夏觀光夜市,肉粽、豬肝湯,008、010,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
寧夏觀光夜市,肉粽、豬肝湯,008、010,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
南機場夜市,台中逢甲豆乳雞,中華路二段311巷口,五香粉,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1
南機場夜市,台中逢甲豆乳雞,中華路二段311巷口,地瓜粉,益多廚食材股份有限公司,台北市內湖區安康路143號1樓
南機場夜市,台中逢甲豆乳雞,中華路二段311巷口,沙拉油,美食家食材通路股份有限公司,台南市安平區永華路二段373號
南機場夜市,台中逢甲豆乳雞,中華路二段311巷口,辣椒粉,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1
南機場夜市,台中逢甲豆乳雞,中華路二段311巷口,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
南機場夜市,芋頭米粉、芋頭粥,中華路二段307巷-309巷間,胡椒粉,飛馬牌(濟生股份有限公司),台北市大同區安西街116號
南機場夜市,芋頭米粉、芋頭粥,中華路二段307巷-309巷間,香油,ㄧ滴香(辰邦股份有限公司),新北市新莊區化成路403巷47號
南機場夜市,芋頭米粉、芋頭粥,中華路二段307巷-309巷間,辣椒粉,松井食品有限公司,嘉義縣太保市舊埤里5-20號
南機場夜市,芋頭米粉、芋頭粥,中華路二段307巷-309巷間,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
南機場夜市,芋頭米粉、芋頭粥,中華路二段307巷-309巷間,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
雙城街夜市,蔡家豬血糕,雙城街攤販臨時集中場(夜10),味精,味全食品工業股份有限公司,台北市中山區松江路125號
雙城街夜市,蔡家豬血糕,雙城街攤販臨時集中場(夜10),辣椒醬,劉先譜食品工業股份有限公司,高雄市岡山區仁壽南路100號
雙城街夜市,蔡家豬血糕,雙城街攤販臨時集中場(夜10),糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
雙城街夜市,蔡家豬血糕,雙城街攤販臨時集中場(夜10),醬油,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
雙城街夜市,蔡家豬血糕,雙城街攤販臨時集中場(夜10),鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
士林觀光夜市,曾記,士林市場地下1樓66,沙拉油,美食家食材通路股份有限公司,台南市安平區永華路二段373號
士林觀光夜市,曾記,士林市場地下1樓66,香油,福壽實業股份有限公司,台中市沙鹿區沙田路45號
士林觀光夜市,曾記,士林市場地下1樓66,番茄醬,臺灣可果美股份有限公司,台南市善化區小新營394號
士林觀光夜市,曾記,士林市場地下1樓66,辣椒醬,家見企業有限公司,台北市大同區歸綏街234號1樓
士林觀光夜市,曾記,士林市場地下1樓66,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
士林觀光夜市,曾記,士林市場地下1樓66,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
士林觀光夜市,曾記,士林市場地下1樓66,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
寧夏觀光夜市,洪記烏龍麵,88,冰糖,志濱糖業有限公司,高雄市苓雅區凱旋二路31巷23之2號
寧夏觀光夜市,洪記烏龍麵,88,味精,味王股份有限公司,台北市中山區聚盛里中山北路2段79號5樓
寧夏觀光夜市,洪記烏龍麵,88,豬油,順利食品行,台北市10347大同區安西街8號
寧夏觀光夜市,洪記烏龍麵,88,醬油,味王股份有限公司,台北市中山區聚盛里中山北路2段79號5樓
寧夏觀光夜市,洪記烏龍麵,88,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
遼寧街夜市,水煎包,遼寧街夜市 朱崙公園前(12),沙拉油,美食家食材通路股份有限公司,台南市安平區永華路二段373號
遼寧街夜市,水煎包,遼寧街夜市 朱崙公園前(12),味精,味全食品工業股份有限公司,台北市中山區松江路125號
遼寧街夜市,水煎包,遼寧街夜市 朱崙公園前(12),香油,富香油脂食品有限公司,彰化縣福興鄉福興村福興路21號
遼寧街夜市,水煎包,遼寧街夜市 朱崙公園前(12),豬油,自製,台灣
遼寧街夜市,水煎包,遼寧街夜市 朱崙公園前(12),糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
遼寧街夜市,水煎包,遼寧街夜市 朱崙公園前(12),醬油,丸莊食品工業股份有限公司,雲林縣二崙鄉隆興路12之30號
遼寧街夜市,水煎包,遼寧街夜市 朱崙公園前(12),鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
廣州街觀光夜市,二十年老店蚵仔煎,廣州街觀光夜市廣州街與環河南路交叉口,味精,味全食品工業股份有限公司,台北市中山區松江路125號
廣州街觀光夜市,二十年老店蚵仔煎,廣州街觀光夜市廣州街與環河南路交叉口,辣椒醬,自製,台灣
廣州街觀光夜市,二十年老店蚵仔煎,廣州街觀光夜市廣州街與環河南路交叉口,豬油,自製,台灣
廣州街觀光夜市,二十年老店蚵仔煎,廣州街觀光夜市廣州街與環河南路交叉口,醋,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
廣州街觀光夜市,二十年老店蚵仔煎,廣州街觀光夜市廣州街與環河南路交叉口,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
廣州街觀光夜市,二十年老店蚵仔煎,廣州街觀光夜市廣州街與環河南路交叉口,醬油,鬼女神食品有限公司,臺北市大同區
廣州街觀光夜市,二十年老店蚵仔煎,廣州街觀光夜市廣州街與環河南路交叉口,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
南機場夜市,銘鄉豬高飯,中華路二段311巷口,沙拉油,大成長城企業股份有限公司,台北市內湖區文湖街20號8樓
南機場夜市,銘鄉豬高飯,中華路二段311巷口,味精,味丹企業股份有限公司,台中市沙鹿區興安路65號
南機場夜市,銘鄉豬高飯,中華路二段311巷口,豬油,自製,臺灣
南機場夜市,銘鄉豬高飯,中華路二段311巷口,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
南機場夜市,銘鄉豬高飯,中華路二段311巷口,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
南機場夜市,銘鄉豬高飯,中華路二段311巷口,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
饒河街觀光夜市,歐林鐵板燒,饒河街102號,白胡椒粉,老公仔標(統隆企業有限公司),台北市北投區立德路121巷18號
饒河街觀光夜市,歐林鐵板燒,饒河街102號,米酒,臺灣菸酒股份有限公司,台北市中正區南昌路一段4號
饒河街觀光夜市,歐林鐵板燒,饒河街102號,沙拉油,大成長城企業股份有限公司,台南市永康區蔦松二街3號
饒河街觀光夜市,歐林鐵板燒,饒河街102號,胡椒鹽,進興製粉廠有限公司,彰化縣彰化市彰水路183巷29號
饒河街觀光夜市,歐林鐵板燒,饒河街102號,香油,大成長城企業股份有限公司,台南市永康區蔦松二街3號
饒河街觀光夜市,歐林鐵板燒,饒河街102號,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,歐林鐵板燒,饒河街102號,醬油,味全食品工業股份有限公司,台北市中山區松江路125號
饒河街觀光夜市,歐林鐵板燒,饒河街102號,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
廣州街觀光夜市,麥煎餅，狀元糕,廣州街龍山國小前,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
遼寧街夜市,冰不厭榨,遼寧街中興中學旁,糖,茂元行,台北市中山區民族東路366號
南機場夜市,李家鄉滷味,104,沙拉油,大統益股份有限公司,台南市官田區二鎮里工業西路32號
南機場夜市,李家鄉滷味,104,沙拉油,大統益,臺南市官田區
南機場夜市,李家鄉滷味,104,味精,味王股份有限公司,台北市中山區聚盛里中山北路2段79號5樓
南機場夜市,李家鄉滷味,104,味精,味福,臺北市中山北路
南機場夜市,李家鄉滷味,104,香油,日益油脂工業股份有限公司,新北市土城區明德路一段313巷11弄24號
南機場夜市,李家鄉滷味,104,香油,日益,新北市土城區
南機場夜市,李家鄉滷味,104,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
南機場夜市,李家鄉滷味,104,糖,台糖,屏東縣崁頂鄉
南機場夜市,李家鄉滷味,104,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
南機場夜市,李家鄉滷味,104,醬油,金蘭,桃園縣大溪鎮
南機場夜市,李家鄉滷味,104,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
南機場夜市,李家鄉滷味,104,鹽,台鹽,苗栗縣通宵鎮
雙城街夜市,煎餃,雙城街臨時攤販集中場(夜38),米酒,台灣菸酒股份有限公司,台北市中正區南昌路一段四號
雙城街夜市,煎餃,雙城街臨時攤販集中場(夜38),自製牛油,泰山企業股份有限公司,彰化縣田中鎮興工路6號
雙城街夜市,煎餃,雙城街臨時攤販集中場(夜38),沙拉油,大成長城企業股份有限公司,台南市永康區蔦松二街3號
雙城街夜市,煎餃,雙城街臨時攤販集中場(夜38),香菇素蠔油,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
雙城街夜市,煎餃,雙城街臨時攤販集中場(夜38),糖,自製,自製
南機場夜市,沙茶羊肉,中華路二段309巷-311巷間,沙拉油,美食家食材通路股份有限公司,台南市安平區永華路二段373號
南機場夜市,沙茶羊肉,中華路二段309巷-311巷間,沙茶醬,好帝一食品有限公司,台南市新市區大營里豐榮160號
南機場夜市,沙茶羊肉,中華路二段309巷-311巷間,味精,味全食品工業股份有限公司,台北市中山區松江路125號
南機場夜市,沙茶羊肉,中華路二段309巷-311巷間,胡麻油,順頎食品有限公司,新北市新莊區五工路73號
南機場夜市,沙茶羊肉,中華路二段309巷-311巷間,香油,辰邦股份有限公司,新北市新莊區化成路403巷47號
南機場夜市,沙茶羊肉,中華路二段309巷-311巷間,素蠔油,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
南機場夜市,沙茶羊肉,中華路二段309巷-311巷間,黑胡椒醬,濟生股份有限公司,台北市大同區安西街116號
南機場夜市,沙茶羊肉,中華路二段309巷-311巷間,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
南機場夜市,沙茶羊肉,中華路二段309巷-311巷間,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
南機場夜市,沙茶羊肉,中華路二段309巷-311巷間,鹽,台鹽實業股份有限公司,台南市南區健康路1段297號
寧夏觀光夜市,林記燒麻糬,097號,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
士林觀光夜市,天增,士林市場地下1樓16-20,沙拉油,美食家食材通路股份有限公司,台南市安平區永華路二段373號
士林觀光夜市,天增,士林市場地下1樓16-20,沙茶,金福華食品貿易有限公司,台中市東區東光園路66號1樓
士林觀光夜市,天增,士林市場地下1樓16-20,味精,味全食品工業股份有限公司,台北市中山區松江路125號
士林觀光夜市,天增,士林市場地下1樓16-20,麻油,雲林縣北港鎮,北港麻油
士林觀光夜市,天增,士林市場地下1樓16-20,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
士林觀光夜市,天增,士林市場地下1樓16-20,醬油,味王股份有限公司,台北市中山區聚盛里中山北路2段79號5樓
寧夏觀光夜市,甘記愛玉攤,15,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
寧夏觀光夜市,檸檬愛玉,82,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
寧夏觀光夜市,泰味鮮,83,沙拉油,大成長城企業股份有限公司,台南市永康區蔦松二街3號
寧夏觀光夜市,泰味鮮,83,味精,味丹企業股份有限公司,台中市沙鹿區興安路65號
寧夏觀光夜市,泰味鮮,83,香油,富香油脂食品有限公司,彰化縣福興鄉福興村福興路21號
寧夏觀光夜市,泰味鮮,83,辣椒醬,金蘭食品股份有限公司,桃園市大溪區介壽路236號
寧夏觀光夜市,泰味鮮,83,醬油,統一企業股份有限公司,台南市永康區鹽行里中正路301號
寧夏觀光夜市,泰味鮮,83,蠔油,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
寧夏觀光夜市,泰味鮮,83,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
寧夏觀光夜市,小董乾炒河粉,66,大豆沙拉油,大成長城企業股份有限公司,台南市永康區蔦松二街3號
寧夏觀光夜市,小董乾炒河粉,66,沙茶,好帝一食品有限公司,台南市新市區大營里豐榮160號
寧夏觀光夜市,小董乾炒河粉,66,味精,味丹企業股份有限公司,台中市沙鹿區興安路65號
寧夏觀光夜市,小董乾炒河粉,66,香油,富香油脂食品有限公司,彰化縣福興鄉福興村福興路21號
寧夏觀光夜市,小董乾炒河粉,66,辣椒醬,金蘭食品股份有限公司,桃園市大溪區介壽路236號
寧夏觀光夜市,小董乾炒河粉,66,醬油,統一企業股份有限公司,台南市永康區鹽行里中正路301號
寧夏觀光夜市,小董乾炒河粉,66,蠔油,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
寧夏觀光夜市,小董乾炒河粉,66,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
寧夏觀光夜市,順路來紅燒肉羹,84,沙拉油,大成長城企業股份有限公司,台南市永康區蔦松二街3號
寧夏觀光夜市,順路來紅燒肉羹,84,味精,味全食品工業股份有限公司,台北市中山區松江路125號
寧夏觀光夜市,順路來紅燒肉羹,84,香油,富味鄉食品股份有限公司,新北市五股區五權路53號
寧夏觀光夜市,順路來紅燒肉羹,84,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
寧夏觀光夜市,順路來紅燒肉羹,84,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
寧夏觀光夜市,順路來紅燒肉羹,84,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
士林觀光夜市,吳老爹燒餅店,士林市場地下1樓43,胡椒粉,濟生股份有限公司,台北市大同區安西街116號
士林觀光夜市,吳老爹燒餅店,士林市場地下1樓43,細砂,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
士林觀光夜市,吳老爹燒餅店,士林市場地下1樓43,豬油,美食家食材通路股份有限公司,台南市安平區永華路二段373號
寧夏觀光夜市,橋頭客家純糖麻糬,24,細粒特砂糖,點點雜糧行,新北市三重區大同北路44巷9號4樓
梧州街觀光夜市,七年級生水餃,梧州街49號1樓,沙拉油,美食家食材通路股份有限公司,台南市安平區永華路二段373號
梧州街觀光夜市,七年級生水餃,梧州街49號1樓,味精,味丹企業股份有限公司,台中市沙鹿區興安路65號
梧州街觀光夜市,七年級生水餃,梧州街49號1樓,香油,辰邦股份有限公司,新北市新莊區化成路403巷47號
梧州街觀光夜市,七年級生水餃,梧州街49號1樓,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
梧州街觀光夜市,七年級生水餃,梧州街49號1樓,醬油,味全食品工業股份有限公司,台北市中山區松江路125號
梧州街觀光夜市,七年級生水餃,梧州街49號1樓,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
南機場夜市,烤燒餅,(日)中華路二段313巷-315巷間,川花椒粉,統隆企業有限公司,台北市北投區立德路121巷18號
南機場夜市,烤燒餅,(日)中華路二段313巷-315巷間,沙拉油,大統益股份有限公司,台南市官田區二鎮里工業西路32號
南機場夜市,烤燒餅,(日)中華路二段313巷-315巷間,味精,味丹企業股份有限公司,台中市沙鹿區興安路65號
南機場夜市,烤燒餅,(日)中華路二段313巷-315巷間,胡椒粉末,統隆企業有限公司,台北市北投區立德路121巷18號
南機場夜市,烤燒餅,(日)中華路二段313巷-315巷間,香油,順頎食品有限公司,新北市新莊區五工路73號
南機場夜市,烤燒餅,(日)中華路二段313巷-315巷間,豬油,自製,台灣
南機場夜市,烤燒餅,(日)中華路二段313巷-315巷間,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
南機場夜市,烤燒餅,(日)中華路二段313巷-315巷間,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
士林觀光夜市,吳老爹士林大煎包,士林市場地下1樓 042,白胡椒粉,濟生股份有限公司,台北市大同區安西街116號
士林觀光夜市,吳老爹士林大煎包,士林市場地下1樓 042,沙拉油,大統益股份有限公司,台南市官田區二鎮里工業西路32號
士林觀光夜市,吳老爹士林大煎包,士林市場地下1樓 042,味精,味全食品工業股份有限公司,台北市中山區松江路125號
士林觀光夜市,吳老爹士林大煎包,士林市場地下1樓 042,香油,辰邦股份有限公司,新北市新莊區化成路403巷47號
士林觀光夜市,吳老爹士林大煎包,士林市場地下1樓 042,黑胡椒粉,濟生股份有限公司,台北市大同區安西街116號
士林觀光夜市,吳老爹士林大煎包,士林市場地下1樓 042,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
士林觀光夜市,吳老爹士林大煎包,士林市場地下1樓 042,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
士林觀光夜市,吳老爹士林大煎包,士林市場地下1樓 042,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
饒河街觀光夜市,龍鬚糖,饒河街路中13號,玉米粉,台農醬園,大同區迪化街一段210號
士林觀光夜市,老攤鐵板燒,"士林市場地下1樓 10,11,12",沙拉油,福壽實業股份有限公司,台中市沙鹿區沙田路45號
士林觀光夜市,老攤鐵板燒,"士林市場地下1樓 10,11,12",味精,味全食品工業股份有限公司,台北市中山區松江路125號
士林觀光夜市,老攤鐵板燒,"士林市場地下1樓 10,11,12",香油,龍昇食品行,台北市士林區社中街6號1樓
士林觀光夜市,老攤鐵板燒,"士林市場地下1樓 10,11,12",糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
士林觀光夜市,老攤鐵板燒,"士林市場地下1樓 10,11,12",醬油,味王股份有限公司,台北市中山區聚盛里中山北路2段79號5樓
士林觀光夜市,老攤鐵板燒,"士林市場地下1樓 10,11,12",鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
南機場夜市,阿嬤陽春麵,(日)中華路二段311巷、313巷間,沙拉油,大成長城企業股份有限公司,台北市內湖區文湖街20號8樓
南機場夜市,阿嬤陽春麵,(日)中華路二段311巷、313巷間,香油,台耕產業工廠有限公司,台中市沙鹿區興安路80巷5號
南機場夜市,阿嬤陽春麵,(日)中華路二段311巷、313巷間,豬油,德勝家畜屠宰場,新北市樹林區柑園街1段1之1號
南機場夜市,阿嬤陽春麵,(日)中華路二段311巷、313巷間,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
南機場夜市,阿嬤陽春麵,(日)中華路二段311巷、313巷間,醬油,萬家香醬園股份有限公司,台北市德惠街9號5樓之6
南機場夜市,阿嬤陽春麵,(日)中華路二段311巷、313巷間,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
南機場夜市,紅燒鰻,中華路二段307巷-309巷間,沙拉油,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
南機場夜市,紅燒鰻,中華路二段307巷-309巷間,味精,味丹企業股份有限公司,台中市沙鹿區興安路65號
南機場夜市,紅燒鰻,中華路二段307巷-309巷間,辣油,自製,台灣
南機場夜市,紅燒鰻,中華路二段307巷-309巷間,辣椒醬,香山食品廠,新竹市牛埔路280號
南機場夜市,紅燒鰻,中華路二段307巷-309巷間,豬油,全盛肉攤(第一果菜批發市場),臺北市萬華區萬大路533號
南機場夜市,紅燒鰻,中華路二段307巷-309巷間,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
南機場夜市,紅燒鰻,中華路二段307巷-309巷間,醬油,新亞醬園,新北市蘆洲區長安街285巷18號1樓
南機場夜市,紅燒鰻,中華路二段307巷-309巷間,鹽,台鹽實業股份有限公司,台南市南區健康路1段297號
遼寧街夜市,客家自製湯圓,遼寧街夜市遼寧街朱崙公園前,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
雙城街夜市,雞排、鹽酥雞,雙城街攤販臨時集中場(夜41),沙拉油,大成長城企業股份有限公司,台南市永康區蔦松二街3號
雙城街夜市,雞排、鹽酥雞,雙城街攤販臨時集中場(夜41),胡椒鹽,第一香食品企業有限公司,新北市新店區民權路42巷59弄1號
士林觀光夜市,王記青蛙下蛋,士林市場地下1樓 56,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
寧夏觀光夜市,青蛙下蛋,20、106,二號砂糖,味丹企業股份有限公司,台中市沙鹿區興安路65號
寧夏觀光夜市,青蛙下蛋,20、106,紅糖,新南糖廠股份有限公司,台南市南化區中坑里43號
寧夏觀光夜市,青蛙下蛋,20、106,樹薯粉,中曼貿易股份有限公司,泰國
寧夏觀光夜市,一品香豆腐,22,沙拉油,美食家食材通路股份有限公司,台南市安平區永華路二段373號
寧夏觀光夜市,一品香豆腐,22,金蘭油膏,金蘭食品股份有限公司,桃園市大溪區介壽路236號
寧夏觀光夜市,一品香豆腐,22,香油,福壽實業股份有限公司,台中市沙鹿區沙田路45號
寧夏觀光夜市,一品香豆腐,22,醋,合將整合行銷股份有限公司,台北市內湖區基湖路35巷16號8樓之4
寧夏觀光夜市,一品香豆腐,22,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
寧夏觀光夜市,李記悶烤玉米,180,米酒,基隆市成功市場,基隆市仁愛區成功一路88號
寧夏觀光夜市,李記悶烤玉米,180,特級沙茶醬,基隆佳良行,基隆市仁愛區華三街15號
寧夏觀光夜市,李記悶烤玉米,180,特級甜辣醬,基隆佳良行,基隆市仁愛區華三街15號
寧夏觀光夜市,李記悶烤玉米,180,特級醬油,基隆佳良行,基隆市仁愛區華三街15號
寧夏觀光夜市,李記悶烤玉米,180,蒜頭,基隆市成功市場,基隆市仁愛區成功一路88號
寧夏觀光夜市,阿奇潤餅,2,沙拉油,大成長城企業股份有限公司,台南市永康區蔦松二街3號
寧夏觀光夜市,阿奇潤餅,2,味精,味王股份有限公司,台北市中山區聚盛里中山北路2段79號5樓
寧夏觀光夜市,阿奇潤餅,2,甜辣醬,台農醬園,台北市迪化街一段210號
寧夏觀光夜市,阿奇潤餅,2,豬油,明德肉商,臺北市延平北路二段247巷3-10號
寧夏觀光夜市,阿奇潤餅,2,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
寧夏觀光夜市,慈音古早味阿婆飯糰,181,沙拉油,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
寧夏觀光夜市,慈音古早味阿婆飯糰,181,味精,味王股份有限公司,台北市中山區聚盛里中山北路2段79號5樓
寧夏觀光夜市,慈音古早味阿婆飯糰,181,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
梧州街觀光夜市,和風現炒海鮮,梧州街龍山托兒所前(梧州街36號),沙拉油,福壽實業股份有限公司,台中市沙鹿區沙田路45號
梧州街觀光夜市,和風現炒海鮮,梧州街龍山托兒所前(梧州街36號),沙茶醬,好帝一食品有限公司,台南市新市區大營里豐榮160號
梧州街觀光夜市,和風現炒海鮮,梧州街龍山托兒所前(梧州街36號),味精,味王股份有限公司,台北市中山區聚盛里中山北路2段79號5樓
梧州街觀光夜市,和風現炒海鮮,梧州街龍山托兒所前(梧州街36號),醋,大醇食品股份有限公司,新北市淡水區行忠路328號
梧州街觀光夜市,和風現炒海鮮,梧州街龍山托兒所前(梧州街36號),醬油,味全食品工業股份有限公司,台北市中山區松江路125號
梧州街觀光夜市,和風現炒海鮮,梧州街龍山托兒所前(梧州街36號),鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
寧夏觀光夜市,大昌沙拉船,003號,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
寧夏觀光夜市,大昌沙拉船,003號,醬油,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
寧夏觀光夜市,大昌沙拉船,003號,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
饒河街觀光夜市,金林三兄弟藥燉排骨,饒河街173號前,醬油,味全食品工業股份有限公司,台北市中山區松江路125號
饒河街觀光夜市,金林三兄弟藥燉排骨,饒河街173號前,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
臨江街觀光夜市,今日壽司,臨江街106-2號,沙拉油,泰山企業股份有限公司,彰化縣田中鎮興工路6號
臨江街觀光夜市,今日壽司,臨江街106-2號,味精,味丹企業股份有限公司,台中市沙鹿區興安路65號
